Student ID,Age,Gender,Learning Disabilities,Enrollment Date,Subscription Type,Cumulative Learning Progress (%),Retention Rate (weekly),Retention Rate (monthly),Time to Master Key Concepts,Math,Science,History,English,Geography,Quiz Session Date,Quiz ID,Quiz Topic/Subject,Quiz Score,Time Spent on Quiz,Flashcards Used,Flashcard Accuracy,Total Active Sessions (weekly),Session Duration,Device Used,Satisfaction Rating,Feedback Type,Date of Feedback,Comments/Sentiment
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-06-05,Q8,Math,89,19,Yes,,3,177,Mobile,5.0,Feature Request,2025-08-08,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-02-09,Q9,Math,71,9,No,,2,89,Mobile,2.0,Feature Request,2025-03-12,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-02-09,Q9,Math,71,9,No,,2,89,Mobile,5.0,Feature Request,2025-08-08,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-08-07,Q11,Math,51,16,No,69.0,3,92,Mobile,2.0,Feature Request,2025-03-12,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-08-07,Q11,Math,51,16,No,69.0,3,92,Mobile,5.0,Feature Request,2025-08-08,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-03-22,Q13,History,55,7,Yes,73.0,3,157,Mobile,2.0,Feature Request,2025-03-12,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-03-22,Q13,History,55,7,Yes,73.0,3,157,Mobile,5.0,Feature Request,2025-08-08,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-05-25,Q9,Geography,83,8,Yes,,3,174,Mobile,2.0,Feature Request,2025-03-12,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-05-25,Q9,Geography,83,8,Yes,,3,174,Mobile,5.0,Feature Request,2025-08-08,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-03-07,Q17,Science,70,10,No,88.0,2,93,Desktop,2.0,Feature Request,2025-03-12,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-03-07,Q17,Science,70,10,No,88.0,2,93,Desktop,5.0,Feature Request,2025-08-08,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-02-17,Q6,History,72,13,No,,4,56,Desktop,2.0,Feature Request,2025-03-12,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-02-17,Q6,History,72,13,No,,4,56,Desktop,5.0,Feature Request,2025-08-08,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-04-04,Q11,Science,60,16,No,70.0,2,128,Mobile,2.0,Feature Request,2025-03-12,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-04-04,Q11,Science,60,16,No,70.0,2,128,Mobile,5.0,Feature Request,2025-08-08,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-07-04,Q4,History,58,17,No,,4,136,Mobile,2.0,Feature Request,2025-03-12,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-07-04,Q4,History,58,17,No,,4,136,Mobile,5.0,Feature Request,2025-08-08,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-01-08,Q2,English,55,22,No,,3,43,Mobile,2.0,Feature Request,2025-03-12,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-01-08,Q2,English,55,22,No,,3,43,Mobile,5.0,Feature Request,2025-08-08,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-08-02,Q5,Math,82,12,Yes,74.0,3,67,Mobile,2.0,Feature Request,2025-03-12,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-08-02,Q5,Math,82,12,Yes,74.0,3,67,Mobile,5.0,Feature Request,2025-08-08,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-01-17,Q3,Science,73,16,No,62.0,2,148,Mobile,2.0,Feature Request,2025-03-12,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-01-17,Q3,Science,73,16,No,62.0,2,148,Mobile,5.0,Feature Request,2025-08-08,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-01-24,Q10,Science,59,22,Yes,,4,125,Mobile,2.0,Feature Request,2025-03-12,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-01-24,Q10,Science,59,22,Yes,,4,125,Mobile,5.0,Feature Request,2025-08-08,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-03-07,Q20,Science,72,6,Yes,67.0,4,176,Mobile,2.0,Feature Request,2025-03-12,Negative
2e3a29c8-7b78-413a-8992-c6faf2d9b440,20,Non-binary,Non-ND,2020-07-03,Free,69.75455230512695,0.5028747182408151,0.5808777960089688,26,58.917788209243334,68.160570089831,64.01420254987677,54.53070123267127,68.00123321724368,2025-03-07,Q20,Science,72,6,Yes,67.0,4,176,Mobile,5.0,Feature Request,2025-08-08,Negative
d3026a69-e3b3-4a68-9277-c0f5b04433cf,21,Male,ND,2021-06-18,Free,43.506562780360746,0.6412427977240142,0.45433791463243495,32,59.9958829152538,72.98853149519285,75.50059855375052,59.41368889266776,55.593831619687805,2025-05-17,Q5,Geography,65,5,Yes,99.0,4,138,Mobile,2.0,Bug,2025-07-09,Negative
d3026a69-e3b3-4a68-9277-c0f5b04433cf,21,Male,ND,2021-06-18,Free,43.506562780360746,0.6412427977240142,0.45433791463243495,32,59.9958829152538,72.98853149519285,75.50059855375052,59.41368889266776,55.593831619687805,2025-04-10,Q3,History,90,22,No,85.0,3,94,Mobile,2.0,Bug,2025-07-09,Negative
d3026a69-e3b3-4a68-9277-c0f5b04433cf,21,Male,ND,2021-06-18,Free,43.506562780360746,0.6412427977240142,0.45433791463243495,32,59.9958829152538,72.98853149519285,75.50059855375052,59.41368889266776,55.593831619687805,2025-03-21,Q7,Geography,76,12,No,,4,124,Desktop,2.0,Bug,2025-07-09,Negative
d3026a69-e3b3-4a68-9277-c0f5b04433cf,21,Male,ND,2021-06-18,Free,43.506562780360746,0.6412427977240142,0.45433791463243495,32,59.9958829152538,72.98853149519285,75.50059855375052,59.41368889266776,55.593831619687805,2025-04-08,Q12,Geography,98,17,Yes,80.0,3,139,Mobile,2.0,Bug,2025-07-09,Negative
d3026a69-e3b3-4a68-9277-c0f5b04433cf,21,Male,ND,2021-06-18,Free,43.506562780360746,0.6412427977240142,0.45433791463243495,32,59.9958829152538,72.98853149519285,75.50059855375052,59.41368889266776,55.593831619687805,2025-03-14,Q1,Math,89,12,Yes,,3,85,Desktop,2.0,Bug,2025-07-09,Negative
d3026a69-e3b3-4a68-9277-c0f5b04433cf,21,Male,ND,2021-06-18,Free,43.506562780360746,0.6412427977240142,0.45433791463243495,32,59.9958829152538,72.98853149519285,75.50059855375052,59.41368889266776,55.593831619687805,2025-05-20,Q10,Science,62,6,Yes,,2,51,Mobile,2.0,Bug,2025-07-09,Negative
d3026a69-e3b3-4a68-9277-c0f5b04433cf,21,Male,ND,2021-06-18,Free,43.506562780360746,0.6412427977240142,0.45433791463243495,32,59.9958829152538,72.98853149519285,75.50059855375052,59.41368889266776,55.593831619687805,2025-01-01,Q7,Science,73,20,No,,2,72,Desktop,2.0,Bug,2025-07-09,Negative
d3026a69-e3b3-4a68-9277-c0f5b04433cf,21,Male,ND,2021-06-18,Free,43.506562780360746,0.6412427977240142,0.45433791463243495,32,59.9958829152538,72.98853149519285,75.50059855375052,59.41368889266776,55.593831619687805,2025-05-27,Q14,Geography,65,18,Yes,98.0,4,53,Mobile,2.0,Bug,2025-07-09,Negative
d3026a69-e3b3-4a68-9277-c0f5b04433cf,21,Male,ND,2021-06-18,Free,43.506562780360746,0.6412427977240142,0.45433791463243495,32,59.9958829152538,72.98853149519285,75.50059855375052,59.41368889266776,55.593831619687805,2025-03-13,Q19,Math,56,24,Yes,,3,84,Mobile,2.0,Bug,2025-07-09,Negative
d3026a69-e3b3-4a68-9277-c0f5b04433cf,21,Male,ND,2021-06-18,Free,43.506562780360746,0.6412427977240142,0.45433791463243495,32,59.9958829152538,72.98853149519285,75.50059855375052,59.41368889266776,55.593831619687805,2025-07-12,Q4,History,88,5,Yes,84.0,4,173,Desktop,2.0,Bug,2025-07-09,Negative
d3026a69-e3b3-4a68-9277-c0f5b04433cf,21,Male,ND,2021-06-18,Free,43.506562780360746,0.6412427977240142,0.45433791463243495,32,59.9958829152538,72.98853149519285,75.50059855375052,59.41368889266776,55.593831619687805,2025-06-07,Q20,Geography,90,7,No,76.0,2,80,Desktop,2.0,Bug,2025-07-09,Negative
d3026a69-e3b3-4a68-9277-c0f5b04433cf,21,Male,ND,2021-06-18,Free,43.506562780360746,0.6412427977240142,0.45433791463243495,32,59.9958829152538,72.98853149519285,75.50059855375052,59.41368889266776,55.593831619687805,2025-06-26,Q8,Math,78,10,No,63.0,3,91,Mobile,2.0,Bug,2025-07-09,Negative
d3026a69-e3b3-4a68-9277-c0f5b04433cf,21,Male,ND,2021-06-18,Free,43.506562780360746,0.6412427977240142,0.45433791463243495,32,59.9958829152538,72.98853149519285,75.50059855375052,59.41368889266776,55.593831619687805,2025-02-02,Q13,Math,77,6,Yes,,4,145,Desktop,2.0,Bug,2025-07-09,Negative
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-01-28,Q4,Science,63,13,Yes,89.0,4,155,Desktop,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-07-10,Q10,Geography,51,11,No,66.0,2,42,Desktop,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-05-12,Q17,English,52,8,Yes,78.0,4,78,Desktop,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-04-27,Q13,Science,55,21,Yes,74.0,4,71,Mobile,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-02-07,Q3,Math,50,22,Yes,99.0,3,41,Mobile,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-04-13,Q11,English,55,23,Yes,98.0,3,41,Desktop,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-01-11,Q18,Geography,93,12,Yes,,3,70,Mobile,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-06-06,Q13,Science,53,18,No,65.0,2,87,Desktop,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-08-09,Q12,English,99,7,Yes,98.0,4,173,Desktop,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-01-15,Q5,English,98,13,No,,4,98,Desktop,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-05-08,Q19,English,67,16,No,65.0,2,33,Mobile,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-08-06,Q19,Math,92,17,Yes,69.0,4,74,Mobile,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-02-05,Q12,Math,53,16,Yes,,2,49,Desktop,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-04-03,Q9,Science,99,11,No,,2,166,Mobile,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-01-29,Q10,Geography,78,11,Yes,,3,176,Mobile,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-07-02,Q6,Geography,92,19,No,,3,164,Desktop,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-06-13,Q7,English,56,15,No,77.0,4,177,Mobile,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-05-23,Q5,History,50,14,Yes,,3,49,Mobile,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-03-10,Q18,English,66,14,No,78.0,2,168,Mobile,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-04-17,Q1,Science,58,11,Yes,,3,147,Desktop,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-02-02,Q3,Geography,64,8,No,,3,135,Desktop,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-01-05,Q9,Geography,73,14,No,68.0,2,62,Desktop,,,,
b0b69d88-0585-44ad-a120-16e3c67dca79,22,Non-binary,ND,2023-02-14,Premium,47.38333867869737,0.5540085535035109,0.41244068537712064,18,73.4907426399079,87.98963448211916,76.6304674038178,64.3096441364397,53.30196635122953,2025-05-10,Q18,Math,82,12,Yes,70.0,4,101,Desktop,,,,
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-07-17,Q15,Science,63,23,No,,3,164,Desktop,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-04-29,Q4,History,96,6,No,,2,169,Desktop,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-01-19,Q3,Math,90,17,No,,3,107,Mobile,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-06-15,Q3,Geography,63,15,Yes,,2,38,Desktop,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-05-13,Q17,Math,60,13,Yes,,4,50,Desktop,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-02-17,Q18,History,95,8,Yes,65.0,4,37,Mobile,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-06-22,Q18,Geography,75,20,No,,2,89,Mobile,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-03-11,Q8,History,94,5,No,,4,70,Desktop,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-03-24,Q12,Science,65,21,No,75.0,4,84,Desktop,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-04-05,Q7,Science,50,20,Yes,,2,151,Desktop,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-01-13,Q5,English,68,11,No,,3,157,Desktop,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-07-13,Q20,Math,50,6,No,79.0,2,81,Mobile,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-04-30,Q7,Science,62,13,No,,4,146,Mobile,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-06-23,Q17,Geography,86,22,No,,3,158,Desktop,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-02-07,Q16,Geography,62,22,Yes,,3,154,Desktop,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-05-18,Q12,Geography,55,13,Yes,,3,147,Mobile,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-04-26,Q17,Geography,68,16,Yes,,3,89,Mobile,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-08-02,Q11,Science,62,12,No,96.0,4,126,Mobile,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-07-05,Q4,Math,52,12,No,62.0,4,132,Mobile,3.0,Suggestion,2025-07-31,Negative
e39377be-189e-4150-ba10-0883fd653504,33,Non-binary,ND,2020-01-04,Premium,65.07571591323423,0.8298720352836619,0.5616103333087814,17,76.70457648235472,80.08786964474965,74.61353802327514,74.38072744958426,89.30800598957705,2025-05-08,Q14,Geography,94,20,Yes,81.0,3,164,Desktop,3.0,Suggestion,2025-07-31,Negative
